"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","575","verify deployed demo application","chromium","2026-09-08","passed","2026-09-08","","demo-app-tests/MainTest.spec.ts","",""
