"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","318","verify deployed demo application","chromium","2026-09-07","passed","2026-09-07","","demo-app-tests/MainTest.spec.ts","",""
